,chosen_arm,optimal,reward,cost
331,1,1,0.0,0
332,0,0,0.0,0
333,0,0,0.0,0
334,0,0,21.52,0
335,1,0,0.0,0
336,1,0,0.0,0
337,1,1,0.0,0
338,2,0,0.0,0
339,0,0,0.0,0
340,0,0,0.0,0
341,2,0,0.0,0
342,3,0,0.0,0
343,3,0,0.0,0
344,0,0,0.0,0
345,0,0,0.0,0
346,3,0,0.0,0
347,3,0,0.0,0
348,0,0,0.0,0
349,2,1,0.0,0
350,2,0,-11.95,12
351,0,0,0.0,0
352,3,0,0.0,0
353,3,0,0.0,0
354,1,0,0.0,0
355,1,0,0.0,0
356,3,0,0.0,0
357,2,0,0.0,0
358,3,0,0.0,0
359,3,1,0.0,0
360,0,0,0.0,0
361,0,0,0.0,0
362,0,0,0.0,0
363,2,0,0.0,0
364,3,1,0.0,0
365,0,0,0.0,0
366,0,0,0.0,0
367,2,0,0.0,0
368,0,1,0.0,0
369,0,0,0.0,0
370,1,0,0.0,0
371,0,0,0.0,0
372,0,0,0.0,0
373,0,0,0.0,0
374,0,1,0.0,0
375,1,0,0.0,0
376,3,0,0.0,0
377,3,1,0.0,0
378,2,1,0.0,0
379,0,0,0.0,0
380,2,0,0.0,0
381,1,0,0.0,0
382,3,0,0.0,0
383,0,0,0.0,0
384,2,0,0.0,0
385,0,0,0.0,0
386,0,0,0.0,0
387,0,1,0.0,0
388,1,0,0.0,0
389,2,1,0.0,0
390,1,0,0.0,0
391,1,0,0.0,0
392,0,1,0.0,0
393,2,0,0.0,0
394,1,0,0.0,0
395,3,1,0.0,0
396,1,0,0.0,0
397,0,0,0.0,0
398,1,0,0.0,0
399,1,1,0.0,0
400,3,0,0.0,0
401,3,0,0.0,0
402,1,0,0.0,0
403,3,1,0.0,0
404,1,0,0.0,0
405,2,1,0.0,0
406,0,0,0.0,0
407,1,1,0.0,0
408,0,0,0.0,0
409,1,1,0.0,0
410,2,0,0.0,0
411,2,0,0.0,0
412,0,0,0.0,0
413,0,0,0.0,0
414,0,0,0.0,0
415,0,1,0.0,0
416,1,0,0.0,0
417,3,1,0.0,0
418,0,0,0.0,0
419,1,1,0.0,0
420,2,1,0.0,0
421,2,0,0.0,0
422,0,0,0.0,0
423,0,0,0.0,0
424,0,0,0.0,0
425,0,1,0.0,0
426,0,0,0.0,0
427,3,1,0.0,0
428,2,0,0.0,0
429,2,1,0.0,0
430,2,0,0.0,0
431,0,0,0.0,0
432,1,1,0.0,0
433,0,0,0.0,0
434,0,0,0.0,0
435,0,0,0.0,0
436,0,0,0.0,0
437,0,0,0.0,0
438,2,1,0.0,0
439,0,0,0.0,0
440,0,0,0.0,0
441,0,0,0.0,0
442,0,0,0.0,0
443,3,0,0.0,0
444,0,0,0.0,0
445,0,1,0.0,0
446,0,0,0.0,0
447,1,0,0.0,0
448,0,0,0.0,0
449,0,0,0.0,0
450,2,0,0.0,0
451,2,0,0.0,0
452,0,0,88.52,0
453,0,0,0.0,0
454,0,0,0.0,0
455,1,0,0.0,0
456,3,0,0.0,0
457,1,1,0.0,0
458,0,0,0.0,0
459,0,0,0.0,0
460,0,0,0.0,0
461,2,1,0.0,0
462,0,0,0.0,0
463,0,0,0.0,0
464,0,0,0.0,0
465,0,0,0.0,0
466,0,0,0.0,0
467,0,1,0.0,0
468,3,0,0.0,0
469,0,0,0.0,0
470,0,0,0.0,0
471,0,0,0.0,0
472,0,0,0.0,0
473,3,0,0.0,0
474,3,0,0.0,0
475,3,0,0.0,0
476,0,0,0.0,0
477,0,0,0.0,0
478,3,0,0.0,0
479,0,0,0.0,0
480,3,1,0.01,0
481,3,0,0.0,0
482,3,0,0.0,0
483,0,1,0.0,0
484,0,0,0.0,0
485,3,0,0.0,0
486,3,0,0.0,0
487,1,0,0.0,0
488,3,1,0.0,0
489,2,0,0.0,0
490,0,0,0.0,0
491,3,1,0.0,0
492,0,0,0.0,0
493,2,1,0.0,0
494,0,0,0.0,0
495,0,0,0.0,0
496,0,0,0.0,0
497,0,0,0.0,0
498,1,1,0.0,0
499,0,0,0.0,0
500,0,0,0.04,0
501,0,1,0.0,0
502,0,0,0.0,0
503,3,0,0.0,0
504,0,1,0.0,0
505,0,0,0.0,0
506,0,0,0.0,0
507,1,0,0.0,0
508,0,0,0.0,0
509,0,0,0.0,0
510,0,0,0.0,0
511,0,0,0.0,0
512,1,0,0.0,0
513,1,1,0.0,0
514,1,0,0.0,0
515,3,0,0.0,0
516,0,0,0.0,0
517,2,1,0.0,0
518,0,0,0.0,0
519,3,0,0.0,0
520,0,0,0.0,0
521,3,0,0.0,0
522,3,0,0.0,0
523,0,0,0.0,0
524,3,1,0.0,0
525,3,1,0.0,0
526,1,1,0.0,0
527,0,0,0.0,0
528,0,0,0.0,0
529,0,0,0.0,0
530,3,0,0.0,0
531,2,0,0.0,0
532,0,0,0.0,0
533,2,0,0.02,0
534,2,0,0.0,0
535,0,0,0.0,0
536,3,0,0.0,0
537,0,0,0.0,0
538,0,1,0.0,0
539,3,1,0.0,0
540,0,0,0.0,0
541,0,0,0.0,0
542,0,0,0.0,0
543,0,0,0.0,0
544,1,1,0.0,0
545,3,1,0.0,0
546,0,0,0.0,0
547,0,0,0.0,0
548,2,0,0.0,0
549,3,0,0.0,0
550,0,0,0.0,0
551,0,0,0.0,0
552,1,1,0.0,0
553,2,0,0.0,0
554,0,0,0.0,0
555,2,1,0.0,0
556,1,0,0.0,0
557,0,0,0.0,0
558,0,0,0.0,0
559,0,0,0.0,0
560,0,0,0.0,0
561,0,0,269.02,0
562,0,0,0.0,0
563,2,0,0.0,0
564,0,0,0.0,0
565,2,0,0.0,0
566,0,0,0.0,0
567,1,0,0.0,0
568,0,0,0.0,0
569,3,1,0.0,0
570,2,0,0.0,0
571,0,0,0.0,0
572,0,0,0.0,0
573,0,0,0.0,0
574,2,1,0.0,0
575,3,0,0.0,0
576,0,0,0.0,0
577,0,0,0.0,0
578,0,1,0.0,0
579,1,0,0.0,0
580,0,0,0.0,0
581,0,0,0.0,0
582,0,1,0.0,0
583,0,0,0.0,0
584,0,1,0.0,0
585,0,0,0.0,0
586,3,1,0.0,0
587,2,1,0.0,0
588,0,0,0.0,0
589,1,1,0.0,0
590,0,0,0.0,0
591,3,0,0.0,0
592,2,0,0.0,0
593,0,0,0.0,0
594,1,1,0.0,0
595,0,0,0.0,0
596,3,0,0.0,0
597,1,0,0.0,0
598,0,0,0.0,0
599,0,0,0.0,0
600,3,1,0.0,0
601,1,1,0.0,0
602,2,1,0.0,0
603,1,1,0.0,0
604,2,1,0.0,0
605,0,0,0.0,0
606,0,0,0.0,0
607,0,0,0.0,0
608,2,0,0.0,0
609,0,0,0.0,0
610,0,0,0.0,0
611,0,0,0.0,0
612,0,0,0.0,0
613,0,0,0.0,0
614,0,0,0.0,0
615,0,0,0.0,0
616,2,0,0.0,0
617,0,0,0.0,0
618,0,0,0.0,0
619,0,0,0.0,0
620,3,0,0.0,0
621,0,0,0.0,0
622,0,0,0.0,0
623,2,0,0.0,0
624,0,0,0.0,0
625,0,1,0.0,0
626,3,0,0.0,0
627,0,0,0.0,0
628,2,1,0.0,0
629,0,0,0.0,0
630,1,1,0.0,0
631,3,0,0.0,0
632,1,0,0.0,0
633,0,0,0.0,0
634,0,0,0.0,0
635,0,0,0.0,0
636,0,0,0.0,0
637,0,0,0.0,0
638,0,0,0.0,0
639,0,0,0.0,0
640,0,0,0.0,0
641,0,0,70.0,0
642,0,0,0.0,0
643,0,0,0.0,0
644,0,0,0.0,0
645,0,0,0.0,0
646,3,1,0.0,0
647,0,0,0.01,0
648,0,1,0.0,0
649,3,0,0.0,0
650,3,1,0.0,0
651,1,0,0.0,0
652,0,0,0.0,0
653,1,0,0.0,0
654,0,0,0.0,0
655,0,0,0.0,0
656,0,0,0.0,0
657,0,0,0.01,0
658,0,0,0.0,0
659,0,0,0.0,0
660,0,1,0.0,0
661,3,1,0.0,0
662,0,0,0.0,0
663,1,1,0.0,0
664,2,0,0.0,0
665,0,0,0.0,0
666,0,0,0.0,0
667,0,0,0.0,0
668,0,0,0.0,0
669,0,0,0.0,0
670,2,0,0.0,0
671,0,0,0.0,0
672,0,0,0.0,0
673,0,0,0.0,0
674,1,0,0.0,0
675,0,0,0.0,0
676,0,0,0.0,0
677,3,0,0.0,0
678,0,0,0.0,0
679,0,0,0.0,0
680,1,0,0.0,0
681,0,0,0.0,0
682,0,0,0.0,0
683,0,0,0.0,0
684,0,0,0.0,0
685,3,0,0.01,0
686,1,1,0.0,0
687,0,0,0.0,0
688,1,0,0.0,0
689,2,1,0.0,0
690,3,0,0.0,0
691,0,0,0.0,0
692,0,0,0.01,0
693,2,1,0.0,0
694,0,0,0.0,0
695,3,0,0.0,0
696,3,0,0.0,0
697,0,0,0.0,0
698,0,0,0.0,0
699,0,0,0.0,0
700,1,0,0.0,0
701,0,0,0.0,0
702,1,1,0.0,0
703,0,0,0.0,0
704,0,0,0.0,0
705,0,0,0.0,0
706,0,0,0.0,0
707,2,0,0.0,0
708,0,0,0.0,0
709,0,0,0.0,0
710,0,0,0.0,0
711,0,0,0.0,0
712,3,0,0.0,0
713,0,0,0.0,0
714,0,0,0.0,0
715,0,0,0.0,0
716,0,0,0.0,0
717,0,0,0.0,0
718,0,0,0.0,0
719,0,0,0.0,0
720,3,0,0.0,0
721,0,0,0.0,0
722,0,1,0.0,0
723,0,0,0.0,0
724,3,1,0.0,0
725,0,0,0.0,0
726,0,0,0.0,0
727,0,0,0.0,0
728,3,1,0.0,0
729,0,0,0.0,0
730,0,0,0.0,0
731,0,0,0.0,0
732,0,0,0.0,0
733,0,0,0.0,0
734,2,0,0.0,0
735,0,0,0.0,0
736,0,0,0.0,0
737,0,0,0.0,0
738,0,0,0.0,0
739,0,0,0.0,0
740,0,0,0.0,0
741,1,0,0.01,0
742,0,0,0.0,0
743,3,0,0.0,0
744,0,0,0.0,0
745,0,0,0.0,0
746,0,0,0.0,0
747,2,1,0.0,0
748,0,0,0.01,0
749,0,0,0.0,0
750,0,0,0.0,0
751,0,1,0.0,0
752,0,1,0.0,0
753,1,1,0.0,0
754,3,1,0.0,0
755,1,0,0.0,0
756,1,0,0.0,0
757,3,0,0.0,0
758,0,0,0.0,0
759,0,0,0.0,0
760,0,0,0.0,0
761,0,0,0.0,0
762,1,1,0.0,0
763,3,0,0.0,0
764,3,0,0.0,0
765,3,0,0.0,0
766,3,1,0.0,0
767,2,0,0.0,0
768,0,0,0.0,0
769,0,0,0.0,0
770,0,0,0.0,0
771,0,0,0.0,0
772,1,1,0.0,0
773,0,0,0.0,0
774,0,0,0.0,0
775,2,0,0.0,0
776,0,0,0.0,0
777,0,0,0.0,0
778,0,0,0.0,0
779,0,0,0.0,0
780,0,1,0.0,0
781,0,0,0.0,0
782,3,0,0.0,0
783,0,0,0.0,0
784,0,0,0.0,0
785,0,0,0.0,0
786,0,0,0.01,0
787,3,1,0.0,0
788,2,0,0.0,0
789,1,1,0.0,0
790,0,0,0.0,0
791,0,0,0.0,0
792,0,0,0.0,0
793,3,1,0.0,0
794,2,1,0.0,0
795,0,0,0.0,0
796,0,0,0.0,0
797,3,0,0.0,0
798,0,0,0.0,0
799,3,0,0.0,0
800,2,0,0.0,0
801,0,0,0.0,0
802,0,0,0.0,0
803,0,0,0.0,0
804,0,0,0.0,0
805,3,0,0.0,0
806,2,0,0.0,0
807,2,1,0.0,0
808,3,0,0.0,0
809,0,0,0.0,0
810,3,0,0.0,0
811,3,1,0.0,0
812,2,0,0.0,0
813,1,0,0.0,0
814,0,0,0.0,0
815,0,0,0.0,0
816,2,0,0.0,0
817,3,0,0.0,0
818,0,0,0.0,0
819,0,0,0.0,0
820,2,0,0.0,0
821,0,0,0.0,0
822,0,0,0.0,0
823,0,0,0.0,0
824,0,0,0.0,0
825,0,1,0.0,0
826,0,0,0.0,0
827,0,1,0.0,0
828,0,0,0.0,0
829,2,0,0.0,0
830,1,0,0.0,0
831,2,1,0.0,0
832,0,0,0.0,0
833,2,0,0.0,0
834,0,0,0.0,0
835,0,1,0.0,0
836,0,0,0.0,0
837,0,0,0.0,0
838,2,1,0.0,0
839,1,0,0.0,0
840,1,0,0.0,0
841,2,0,0.0,0
842,0,0,0.0,0
843,1,0,0.0,0
844,1,0,0.0,0
845,1,1,0.0,0
846,0,0,0.0,0
847,0,0,0.0,0
848,1,1,0.0,0
849,2,1,0.0,0
850,0,0,0.0,0
851,3,0,0.0,0
852,0,0,0.0,0
853,0,0,0.0,0
854,1,1,0.0,0
855,0,0,0.0,0
856,3,0,0.0,0
857,0,0,0.0,0
858,3,0,0.0,0
859,0,0,0.01,0
860,0,0,0.0,0
861,0,1,0.0,0
862,0,0,0.0,0
863,0,0,0.0,0
864,0,0,0.0,0
865,0,0,0.0,0
866,0,0,0.0,0
867,0,0,0.0,0
868,3,0,0.0,0
869,3,0,0.0,0
870,1,0,0.0,0
871,1,0,0.0,0
872,0,0,0.0,0
873,3,0,0.0,0
874,0,0,0.0,0
875,0,0,0.0,0
876,0,0,0.0,0
877,2,0,0.0,0
878,3,0,0.0,0
879,3,1,0.0,0
880,3,0,0.0,0
881,0,0,0.0,0
882,1,0,0.0,0
883,0,1,0.0,0
884,0,0,0.0,0
885,2,1,0.0,0
886,1,0,0.0,0
887,0,0,0.0,0
888,1,0,0.0,0
889,3,0,0.0,0
890,3,0,0.0,0
891,3,1,0.0,0
892,3,1,0.0,0
893,0,1,0.0,0
894,0,0,0.01,0
895,1,0,0.0,0
896,0,0,0.0,0
897,1,0,0.0,0
898,2,0,0.0,0
899,1,1,0.0,0
900,0,1,0.0,0
901,3,0,0.0,0
902,3,0,0.0,0
903,2,1,0.0,0
904,1,0,0.0,0
905,0,0,0.0,0
906,0,0,0.0,0
907,2,1,0.0,0
908,0,0,0.0,0
909,0,0,0.0,0
910,3,0,0.0,0
911,0,1,0.0,0
912,0,0,0.0,0
913,1,0,0.0,0
914,0,0,0.0,0
915,3,0,0.0,0
916,0,0,0.0,0
917,3,0,0.0,0
918,3,1,0.0,0
919,1,0,0.0,0
920,0,0,0.0,0
921,1,1,0.0,0
922,0,1,0.0,0
923,1,0,0.0,0
924,3,1,0.0,0
925,3,0,0.0,0
926,1,1,0.0,0
927,2,0,0.0,0
928,0,0,0.01,0
929,3,0,0.0,0
930,1,0,0.0,0
931,2,0,0.0,0
932,1,0,0.0,0
933,0,0,0.0,0
934,2,0,0.0,0
935,0,0,0.0,0
936,3,0,0.0,0
937,3,0,0.0,0
938,2,1,0.0,0
939,0,0,0.0,0
940,3,0,0.0,0
941,0,0,0.0,0
942,3,1,0.0,0
943,1,0,0.0,0
944,0,0,0.0,0
945,0,1,0.0,0
946,3,1,0.0,0
947,1,1,0.0,0
948,3,0,0.0,0
949,0,0,0.0,0
950,0,0,0.0,0
951,0,0,0.0,0
952,2,0,0.0,0
953,2,0,0.0,0
954,0,0,0.05,0
955,0,0,0.0,0
956,3,1,3.52,0
957,0,0,0.0,0
958,3,1,0.0,0
959,3,0,0.0,0
960,0,1,0.0,0
961,1,0,0.0,0
962,3,0,0.0,0
963,2,0,0.0,0
964,3,0,0.0,0
965,3,0,0.0,0
966,0,0,0.0,0
967,1,1,0.0,0
968,2,0,0.0,0
969,3,0,0.01,0
970,3,1,0.0,0
971,2,0,0.0,0
972,2,1,0.0,0
973,2,0,0.0,0
974,2,0,0.0,0
975,3,0,0.0,0
976,2,1,0.0,0
977,1,0,0.0,0
978,1,1,0.0,0
979,3,0,0.0,0
980,2,0,0.0,0
981,1,0,0.0,0
982,2,0,0.0,0
983,3,0,0.0,0
984,2,0,0.0,0
985,2,1,0.0,0
986,3,0,0.0,0
987,3,0,0.0,0
988,3,1,0.0,0
989,0,0,0.0,0
990,3,0,0.0,0
991,3,0,0.0,0
992,3,0,0.0,0
993,3,0,0.0,0
994,3,0,0.0,0
995,0,0,0.0,0
996,1,0,0.0,0
997,0,0,0.0,0
998,1,0,0.0,0
999,1,1,0.0,0
1000,0,0,0.0,0
1001,3,0,0.0,0
1002,0,0,0.0,0
1003,2,0,0.0,0
1004,3,1,0.0,0
1005,3,0,0.0,0
1006,0,0,0.0,0
1007,3,1,0.0,0
1008,1,1,0.0,0
1009,0,0,0.0,0
1010,3,0,0.0,0
1011,3,0,0.0,0
1012,3,0,0.0,0
1013,2,0,0.0,0
1014,3,0,0.0,0
1015,3,1,0.0,0
1016,2,0,0.0,0
1017,3,0,0.0,0
1018,3,0,0.0,0
1019,1,0,0.0,0
1020,3,1,0.0,0
1021,3,0,0.0,0
1022,0,0,0.0,0
1023,3,0,0.0,0
1024,0,0,0.0,0
1025,3,0,0.0,0
1026,2,0,0.0,0
1027,1,0,0.0,0
1028,2,0,0.0,0
1029,3,1,0.0,0
1030,0,0,0.0,0
1031,0,0,0.0,0
1032,0,0,0.0,0
1033,3,0,0.0,0
1034,0,0,0.0,0
1035,3,0,0.0,0
1036,3,0,0.0,0
1037,3,1,0.0,0
1038,2,1,0.0,0
1039,0,0,0.0,0
1040,3,1,0.0,0
1041,1,0,0.0,0
1042,3,0,0.0,0
1043,0,0,0.0,0
1044,0,0,0.0,0
1045,3,0,0.0,0
1046,1,0,10.55,0
1047,3,0,0.0,0
1048,3,1,0.0,0
1049,3,1,0.0,0
1050,3,0,0.0,0
1051,2,0,0.0,0
1052,0,0,0.0,0
1053,3,1,0.0,0
1054,1,0,0.01,0
1055,2,0,0.0,0
1056,0,0,0.0,0
1057,1,0,0.0,0
1058,2,0,0.0,0
1059,0,0,0.0,0
1060,2,1,0.0,0
1061,2,0,0.0,0
1062,3,0,0.0,0
1063,0,0,0.0,0
1064,3,0,0.0,0
1065,3,0,0.0,0
1066,3,0,0.0,0
1067,3,1,0.0,0
1068,0,0,0.0,0
1069,0,0,0.0,0
1070,0,0,0.0,0
1071,3,0,0.0,0
1072,1,1,0.0,0
1073,2,1,0.0,0
1074,3,0,0.0,0
1075,3,0,0.0,0
1076,1,0,0.0,0
1077,3,0,0.0,0
1078,0,0,0.0,0
1079,1,0,0.0,0
1080,0,0,0.0,0
1081,3,0,0.0,0
1082,0,0,0.0,0
1083,3,0,0.0,0
1084,3,0,0.0,0
1085,0,0,0.0,0
1086,1,0,0.0,0
1087,3,0,0.0,0
1088,0,0,0.0,0
1089,3,0,0.0,0
1090,0,0,0.0,0
1091,3,0,0.0,0
1092,1,0,0.0,0
1093,0,0,0.0,0
1094,0,0,0.0,0
1095,0,0,0.0,0
1096,1,1,393.83,0
1097,1,0,0.0,0
1098,2,0,0.0,0
1099,2,0,0.0,0
1100,1,0,0.0,0
1101,3,1,0.0,0
1102,1,1,0.0,0
1103,1,0,0.0,0
1104,0,0,0.0,0
1105,3,0,0.0,0
1106,1,0,0.0,0
1107,1,0,0.0,0
1108,0,0,0.0,0
1109,1,0,0.0,0
1110,2,0,0.0,0
1111,1,1,0.0,0
1112,1,1,0.0,0
1113,0,0,0.0,0
1114,0,1,0.0,0
1115,0,0,0.0,0
1116,1,1,0.0,0
1117,1,0,0.0,0
1118,0,0,0.0,0
1119,1,0,0.0,0
1120,1,0,0.0,0
1121,1,0,0.0,0
1122,1,1,0.0,0
1123,1,1,0.0,0
1124,3,0,0.0,0
1125,1,1,0.0,0
1126,1,0,0.0,0
1127,2,1,0.0,0
1128,0,0,0.0,0
1129,3,0,0.0,0
1130,0,0,0.0,0
1131,2,0,0.0,0
1132,0,0,0.0,0
1133,1,0,0.0,0
1134,1,1,0.0,0
1135,1,0,0.0,0
1136,0,0,0.0,0
1137,0,0,0.0,0
1138,0,0,0.0,0
1139,1,0,0.0,0
1140,1,0,0.01,0
1141,2,1,0.0,0
1142,0,0,0.0,0
1143,0,0,0.0,0
1144,0,0,0.0,0
1145,0,0,0.0,0
1146,0,0,0.0,0
1147,1,1,0.0,0
1148,0,0,0.0,0
